City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Avera,1,US,1567630549,62,33.19,-82.53,93.0,6.93
Kattivakkam,75,IN,1567630550,78,13.22,80.32,82.4,4.7
Zagora,0,BA,1567630550,69,42.81,18.2,75.2,6.93
Yarmouth,75,CA,1567630550,93,43.84,-66.12,66.99,11.41
Macomb,75,US,1567630381,60,40.46,-90.67,77.0,4.7
Ginda,93,IN,1567630550,98,30.69,78.49,60.71,1.05
Lubao,42,CD,1567630550,55,-5.39,25.75,78.17,2.46
Merauke,73,ID,1567630550,81,-8.49,140.4,74.75,20.09
Monte Alegre,96,BR,1567630551,39,-2.0,-54.07,95.45,7.2
Mulege,0,MX,1567630477,59,26.88,-111.98,90.23,11.7
Jalingo,51,NG,1567630551,87,10.3,10.93,75.65,4.83
Kyrksaeterora,75,NO,1567630551,76,63.29,9.09,54.0,5.82
Umm Lajj,100,SA,1567630485,62,25.02,37.27,86.27,13.31
Saint-Georges,89,CA,1567630551,100,46.12,-70.67,66.99,17.43
Luanda,0,AO,1567630470,83,-8.83,13.24,73.4,5.82
Killin,40,US,1567630551,34,33.61,-91.74,96.8,9.17
Sinnai,20,IT,1567630552,69,39.3,9.2,78.01,3.36
Isangel,20,VU,1567630448,88,-19.55,169.27,68.0,11.03
Hobyo,88,SO,1567630552,80,5.35,48.53,77.45,27.65
Nola,100,CF,1567630552,98,3.52,16.05,70.43,1.95
Churapcha,83,RU,1567630552,77,62.0,132.43,43.97,4.59
Hami,99,CN,1567630488,20,42.84,93.51,74.39,4.29
Guerrero Negro,0,MX,1567630432,82,27.97,-114.04,73.31,9.84
Gien,19,FR,1567630552,70,47.69,2.63,61.0,8.93
Kaduqli,100,SD,1567630552,98,11.01,29.72,71.87,10.89
Norman Wells,75,CA,1567630553,81,65.28,-126.83,53.6,3.36
Tulum,40,MX,1567630465,62,20.21,-87.46,91.0,8.05
Plouzane,75,FR,1567630553,87,48.38,-4.62,60.01,8.05
Campina Verde,1,BR,1567630553,21,-19.54,-49.49,89.33,1.99
Chimore,100,BO,1567630553,43,-16.98,-65.13,83.93,1.77
Diaz,100,PH,1567630553,80,12.0,124.81,82.31,13.18
Paamiut,14,GL,1567630482,77,61.99,-49.67,43.25,9.15
Vallenar,0,CL,1567630553,49,-28.58,-70.76,63.05,12.37
Celestun,48,MX,1567630554,76,20.87,-90.4,84.11,10.31
Orizona,0,BR,1567630554,20,-17.03,-48.3,84.83,7.94
Mizdah,13,LY,1567630465,64,31.45,12.98,72.41,4.54
Nakusp,25,CA,1567630554,52,50.24,-117.8,71.01,4.0
Touros,75,BR,1567630476,88,-5.2,-35.46,77.0,6.93
Beloha,48,MG,1567630554,84,-25.17,45.06,68.09,11.83
Alofi,100,NU,1567630554,85,-19.06,-169.92,78.17,24.92
Port Augusta,0,AU,1567630555,87,-32.49,137.76,50.0,6.93
Auki,97,NG,1567630555,82,12.18,6.51,77.99,8.34
Corowa,75,AU,1567630555,100,-36.0,146.39,50.0,4.7
Gamba,3,CN,1567630555,85,28.28,88.52,39.65,1.3
Alice Springs,0,AU,1567630485,14,-23.7,133.88,59.0,1.12
Glendive,1,US,1567630555,27,47.11,-104.71,93.0,14.99
Huanren,67,CN,1567630555,98,41.26,125.37,60.17,2.84
Pemberton,58,AU,1567630556,96,-34.44,116.03,33.01,1.72
Inverell,0,AU,1567630556,59,-29.78,151.11,60.01,3.09
Bubaque,100,GW,1567630458,80,11.28,-15.83,81.59,20.8
Puerto Ayacucho,40,CO,1567630548,55,5.66,-67.63,91.4,5.41
Salinas,1,US,1567630556,31,36.67,-121.66,95.0,11.41
Rakitovo,0,BG,1567630556,60,41.99,24.09,75.2,10.29
Half Moon Bay,90,US,1567630461,93,37.46,-122.43,87.01,9.17
Dakar,75,SN,1567630539,88,14.69,-17.45,84.2,4.7
Copiapo,20,CL,1567630556,67,-27.37,-70.33,57.2,10.29
Snasa,0,NO,1567630557,87,64.25,12.38,51.8,1.12
Grand Baie,75,MU,1567630453,88,-20.02,57.58,72.0,16.08
Ivrea,0,IT,1567630557,73,45.47,7.87,71.01,3.36
Kholodnyy,100,RU,1567630557,86,62.72,147.95,44.33,3.47
Santa Rosa,80,AR,1567630557,33,-36.62,-64.29,49.37,10.45
Ouesso,100,CG,1567630557,97,1.61,16.05,71.87,2.64
Nizwa,15,OM,1567630474,44,22.93,57.53,82.85,2.82
Leh,0,IN,1567630558,30,34.16,77.58,47.39,6.78
Flinders,18,AU,1567630558,93,-34.58,150.85,61.0,5.82
Puqi,78,CN,1567630558,78,29.72,113.88,71.51,6.26
Teofilo Otoni,0,BR,1567630558,45,-17.86,-41.51,77.09,6.29
Daru,100,PG,1567630558,78,-9.07,143.21,73.31,7.38
Awjilah,0,LY,1567630558,70,29.14,21.3,77.99,16.04
Grindavik,75,IS,1567630558,100,63.84,-22.43,50.0,9.17
Spirit River,75,CA,1567630559,55,55.78,-118.84,66.99,19.46
Shintomi,100,JP,1567630559,96,32.08,131.47,68.45,2.21
Talcahuano,0,CL,1567630240,47,-36.72,-73.12,59.0,6.93
Ust-Kuyga,100,RU,1567630463,90,70.0,135.55,43.07,3.2
Melfort,40,CA,1567630559,68,52.87,-104.61,64.4,12.75
Tuy Hoa,99,VN,1567630559,76,13.08,109.3,77.09,9.48
Zelenogradskiy,0,RU,1567630559,93,56.11,37.92,66.99,4.47
Kinablangan,100,PH,1567630559,89,7.69,126.55,71.87,5.21
Xam Nua,100,LA,1567630560,85,20.42,104.04,64.67,1.68
Radcliff,40,US,1567630560,49,37.84,-85.95,91.4,6.93
Windsor,75,US,1567630507,56,42.3,-83.03,73.0,8.05
Muscat,0,OM,1567630560,70,23.6,58.55,87.8,4.7
Aneby,75,SE,1567630560,87,57.84,14.81,57.2,11.41
Padang,100,ID,1567630560,84,-0.92,100.36,80.87,16.24
Springbok,100,ZA,1567630560,77,-29.67,17.88,57.83,8.01
Kirkuk,0,IQ,1567630561,25,35.47,44.4,81.59,5.12
Najran,0,SA,1567630488,14,17.54,44.22,89.6,4.7
Bowen,0,AU,1567630561,86,-20.01,148.25,54.0,2.24
Nishihara,75,JP,1567630561,88,35.74,139.53,75.99,12.75
Santa,100,PH,1567630561,81,17.49,120.43,82.85,25.05
Tambilil,94,PH,1567630561,85,5.96,124.67,77.99,2.55
Eyl,19,SO,1567630561,72,7.98,49.82,76.37,27.49
Sulangan,100,PH,1567630562,72,11.14,123.72,80.87,5.06
Sahuaripa,6,MX,1567630562,31,29.05,-109.23,97.43,2.73
Kahului,20,US,1567630562,52,20.89,-156.47,87.8,14.99
Navahrudak,0,BY,1567630562,87,53.59,25.82,54.59,5.1
Evensk,0,RU,1567630562,64,61.92,159.24,48.11,2.64
Karatau,0,KZ,1567630562,31,43.18,70.46,64.13,11.12
Vila Velha,20,BR,1567630429,65,-3.71,-38.6,82.4,12.75
Orlik,0,PL,1567630563,63,53.95,17.74,62.6,6.93
Petropavlovka,36,RU,1567630563,96,50.61,105.32,46.85,1.79
Naze,100,NG,1567630470,94,5.43,7.07,75.11,5.44
Ippy,47,CF,1567630563,98,6.26,21.2,66.65,2.64
Gondanglegi,71,ID,1567630563,96,-7.75,112.01,65.03,6.06
Posse,0,BR,1567630563,16,-14.08,-46.36,86.45,5.73
Cairns,6,AU,1567630445,81,-16.92,145.77,55.0,4.7
La Seyne-sur-Mer,0,FR,1567630446,68,43.1,5.88,75.2,9.4
Cobija,75,BR,1567630564,52,-11.02,-68.77,91.4,4.7
Bayburt,56,TR,1567630564,94,40.26,40.22,47.93,5.17
Guwahati,94,IN,1567630564,94,26.18,91.75,76.73,2.66
Parthenay,0,FR,1567630564,87,46.65,-0.25,59.0,4.7
Savonlinna,0,FI,1567630564,87,61.87,28.88,57.2,6.93
Joshimath,100,IN,1567630565,92,30.57,79.57,56.39,1.16
Kosa,36,JP,1567630565,66,32.67,130.82,81.41,1.77
Semirom,0,IR,1567630565,41,31.41,51.57,52.07,2.84
Angoche,10,MZ,1567630449,89,-16.23,39.91,68.09,4.81
Vuktyl,54,RU,1567630565,84,63.86,57.31,47.57,3.96
Nipawin,40,CA,1567630565,68,53.36,-104.02,64.4,12.75
Ono,40,JP,1567630565,88,34.86,134.95,78.8,8.05
San Andres,100,PH,1567630566,87,13.32,122.68,78.35,7.31
Worland,1,US,1567630566,15,44.02,-107.96,93.2,6.93
Quatre Cocos,75,MU,1567630472,88,-20.21,57.76,72.0,10.67
Shingu,100,JP,1567630566,96,33.72,135.99,67.19,6.33
Chifeng,94,CN,1567630566,66,42.27,118.96,59.99,2.86
Manono,24,CD,1567630566,37,-7.3,27.4,76.55,1.54
Beyneu,0,KZ,1567630566,43,45.32,55.19,61.07,8.41
Lianzhou,18,CN,1567630567,92,24.79,112.38,67.73,4.47
Rock Sound,0,BS,1567630567,83,24.9,-76.2,83.57,15.32
Chulman,0,RU,1567630567,94,56.84,124.9,40.91,1.52
Hualmay,0,PE,1567630567,88,-11.1,-77.61,61.25,10.4
Taksimo,25,RU,1567630567,84,56.36,114.84,41.63,1.57
Sapa,40,PH,1567630568,78,14.32,120.76,82.4,6.93
Koslan,0,RU,1567630568,94,63.46,48.9,50.63,5.57
Batagay,99,RU,1567630568,90,67.65,134.64,36.23,1.52
Margate,40,AU,1567630432,70,-43.03,147.26,45.0,8.05
Bad Berleburg,75,DE,1567630568,82,51.05,8.39,66.0,6.93
George,0,MW,1567630568,39,-15.35,34.83,65.57,1.59
Makaryev,0,RU,1567630568,90,57.88,43.81,49.37,4.9
Meulaboh,92,ID,1567630442,82,4.14,96.13,81.59,7.29
De Aar,0,ZA,1567630569,30,-30.65,24.01,54.77,10.02
Yaan,100,NG,1567630569,90,7.38,8.57,76.01,8.55
San Cristobal,100,HN,1567630446,30,14.68,-86.92,87.17,11.39
Rosarito,75,CO,1567630569,56,4.91,-75.23,91.4,5.82
Galle,100,GN,1567630569,98,10.08,-12.83,70.97,0.16
Karaton,75,ID,1567630569,74,-6.34,106.1,80.6,2.24
Khorixas,0,NA,1567630569,56,-20.37,14.96,56.93,2.28
Nemuro,67,JP,1567630569,79,43.32,145.57,61.97,12.77
Uyuni,94,BO,1567630486,30,-20.46,-66.82,56.03,15.12
Yumen,0,CN,1567630570,32,40.29,97.04,70.43,9.84
Suba,100,CN,1567630570,96,28.73,103.51,60.17,1.57
Neiafu,75,TO,1567630570,83,-18.65,-173.98,77.0,11.41
Vagamo,100,NO,1567630570,98,61.88,9.1,39.65,2.59
Dafeng,100,CN,1567630570,93,33.2,120.46,68.09,3.62
Chabahar,57,IR,1567630571,82,25.29,60.65,80.15,1.86
Batemans Bay,49,AU,1567630571,66,-35.71,150.18,52.0,4.0
San Carlos de Bariloche,90,AR,1567630571,43,-41.13,-71.31,35.6,16.11
La Ronge,75,CA,1567630571,77,55.1,-105.3,59.0,12.75
Manavalakurichi,75,IN,1567630571,88,8.13,77.3,77.0,14.65
